EntryDate,EntryTime,EntryPrice,Type,ExitDate,ExitTime,ExitPrice,Symbol,Pnl
15-04-2020,09:30:00,55.95,Sell,15-04-2020,13:46:00,72.75,18400PE,-420
15-04-2020,09:41:00,90.8,Buy,15-04-2020,09:44:00,72.65,21000CE,-453.75
15-04-2020,13:46:00,93.15,Buy,15-04-2020,13:53:00,93.1,18600PE,-1.25
15-04-2020,10:39:00,56,Sell,15-04-2020,10:47:00,72.8,21200CE,-420
16-04-2020,09:30:00,53.15,Sell,16-04-2020,09:36:00,69.1,19200CE,-398.75
16-04-2020,09:30:00,46.85,Sell,16-04-2020,15:15:00,0.05,18000PE,1170
16-04-2020,09:34:00,88.05,Buy,16-04-2020,09:50:00,149.65,19100CE,1540
17-04-2020,09:30:00,43.35,Sell,17-04-2020,15:15:00,33.6,23500CE,243.75
17-04-2020,09:30:00,59.95,Sell,17-04-2020,10:12:00,77.95,17700PE,-450
17-04-2020,09:42:00,92.85,Buy,17-04-2020,11:01:00,102.2,18000PE,233.75
17-04-2020,11:10:00,59.95,Sell,17-04-2020,11:40:00,77.95,17700PE,-450
20-04-2020,09:30:00,59.15,Sell,20-04-2020,15:15:00,28.95,22900CE,755
20-04-2020,09:30:00,57.3,Sell,20-04-2020,09:40:00,74.5,18600PE,-430
20-04-2020,09:39:00,91.9,Buy,20-04-2020,09:54:00,82.7,18900PE,-230
20-04-2020,10:27:00,57.3,Sell,20-04-2020,11:35:00,74.5,18600PE,-430
21-04-2020,09:30:00,58.5,Sell,21-04-2020,15:15:00,27.65,21400CE,771.25
21-04-2020,09:30:00,54,Sell,21-04-2020,12:50:00,70.2,17800PE,-405
21-04-2020,12:34:00,93.15,Buy,21-04-2020,14:20:00,83.8,18100PE,-233.75
21-04-2020,14:18:00,54,Sell,21-04-2020,15:15:00,49.9,17800PE,102.5
22-04-2020,09:30:00,51.7,Sell,22-04-2020,10:36:00,67.2,20300CE,-387.5
22-04-2020,09:30:00,57.4,Sell,22-04-2020,15:15:00,10.25,18000PE,1178.75
22-04-2020,10:36:00,89.25,Buy,22-04-2020,11:32:00,107,20100CE,443.75
22-04-2020,09:41:00,96.95,Buy,22-04-2020,10:32:00,76.65,18200PE,-507.5
22-04-2020,13:32:00,51.7,Sell,22-04-2020,13:57:00,67.2,20300CE,-387.5
23-04-2020,09:30:00,48.65,Sell,23-04-2020,09:58:00,63.25,20200CE,-365
23-04-2020,09:30:00,59.6,Sell,23-04-2020,15:15:00,0.2,19400PE,1485
23-04-2020,09:54:00,81.35,Buy,23-04-2020,11:10:00,73.25,20100CE,-202.5
23-04-2020,11:08:00,48.65,Sell,23-04-2020,11:22:00,63.25,20200CE,-365
24-04-2020,09:30:00,59.6,Sell,24-04-2020,09:46:00,77.5,21400CE,-447.5
24-04-2020,09:30:00,56.9,Sell,24-04-2020,15:15:00,40.5,17200PE,410
24-04-2020,09:36:00,88.1,Buy,24-04-2020,14:06:00,88.1,21200CE,0
24-04-2020,14:37:00,59.6,Sell,24-04-2020,15:15:00,58,21400CE,40
27-04-2020,09:30:00,52.65,Sell,27-04-2020,10:32:00,68.45,21500CE,-395
27-04-2020,09:30:00,54.75,Sell,27-04-2020,15:15:00,37.65,18400PE,427.5
27-04-2020,10:19:00,85.5,Buy,27-04-2020,11:59:00,68.4,21300CE,-427.5
27-04-2020,11:33:00,52.65,Sell,27-04-2020,15:15:00,41.5,21500CE,278.75
28-04-2020,09:30:00,47.2,Sell,28-04-2020,15:15:00,35.35,21500CE,296.25
28-04-2020,09:30:00,50.15,Sell,28-04-2020,09:41:00,65.2,19300PE,-376.25
28-04-2020,09:36:00,99.15,Buy,28-04-2020,11:01:00,89.2,19600PE,-248.75
28-04-2020,11:01:00,50.15,Sell,28-04-2020,15:15:00,27.15,19300PE,575
29-04-2020,09:30:00,48.5,Sell,29-04-2020,11:20:00,63.05,21300CE,-363.75
29-04-2020,09:30:00,51.45,Sell,29-04-2020,15:15:00,15.85,19900PE,890
29-04-2020,09:36:00,103.4,Buy,29-04-2020,10:07:00,82.7,21100CE,-517.5
29-04-2020,11:33:00,48.5,Sell,29-04-2020,14:20:00,63.05,21300CE,-363.75
30-04-2020,09:30:00,42.55,Sell,30-04-2020,10:05:00,55.3,22200CE,-318.75
30-04-2020,09:30:00,47.7,Sell,30-04-2020,13:08:00,62,21400PE,-357.5
30-04-2020,09:35:00,94.75,Buy,30-04-2020,09:41:00,75.8,22000CE,-473.75
30-04-2020,13:07:00,88.05,Buy,30-04-2020,13:10:00,96.85,21500PE,220
30-04-2020,10:29:00,42.55,Sell,30-04-2020,11:09:00,55.3,22200CE,-318.75
30-04-2020,13:12:00,47.7,Sell,30-04-2020,15:15:00,0.35,21400PE,1183.75
04-05-2020,09:30:00,52.05,Sell,04-05-2020,15:15:00,39,22000CE,326.25
04-05-2020,09:30:00,50.1,Sell,04-05-2020,09:38:00,65.15,17700PE,-376.25
04-05-2020,09:32:00,91,Buy,04-05-2020,10:32:00,81.9,18000PE,-227.5
04-05-2020,13:37:00,50.1,Sell,04-05-2020,13:48:00,65.15,17700PE,-376.25
05-05-2020,09:30:00,55.65,Sell,05-05-2020,15:15:00,14.95,21700CE,1017.5
05-05-2020,09:30:00,53.25,Sell,05-05-2020,10:02:00,69.25,18100PE,-400
05-05-2020,09:57:00,97.25,Buy,05-05-2020,10:21:00,87.5,18400PE,-243.75
05-05-2020,10:23:00,53.25,Sell,05-05-2020,11:57:00,69.25,18100PE,-400
06-05-2020,09:30:00,57.8,Sell,06-05-2020,09:53:00,75.15,20000CE,-433.75
06-05-2020,09:30:00,56.95,Sell,06-05-2020,15:15:00,9.8,17900PE,1178.75
06-05-2020,09:51:00,98.65,Buy,06-05-2020,11:40:00,206.95,19800CE,2707.5
07-05-2020,09:30:00,45.35,Sell,07-05-2020,09:51:00,58.95,20000CE,-340
07-05-2020,09:30:00,43.15,Sell,07-05-2020,15:15:00,0.05,19000PE,1077.5
07-05-2020,09:36:00,104.65,Buy,07-05-2020,09:39:00,83.7,19800CE,-523.75
07-05-2020,09:31:00,100.05,Buy,07-05-2020,09:33:00,80.05,19200PE,-500
07-05-2020,10:05:00,45.35,Sell,07-05-2020,15:15:00,0.15,20000CE,1130
08-05-2020,09:30:00,56.7,Sell,08-05-2020,15:15:00,20.2,21800CE,912.5
08-05-2020,09:30:00,58.7,Sell,08-05-2020,13:52:00,76.3,18000PE,-440
08-05-2020,13:51:00,87.85,Buy,08-05-2020,15:15:00,137.9,18200PE,1251.25
11-05-2020,09:30:00,57.95,Sell,11-05-2020,15:15:00,21.3,21000CE,916.25
11-05-2020,09:30:00,59.15,Sell,11-05-2020,10:12:00,76.9,18200PE,-443.75
11-05-2020,09:36:00,89.6,Buy,11-05-2020,10:01:00,71.7,20800CE,-447.5
11-05-2020,10:12:00,95.85,Buy,11-05-2020,12:55:00,105.5,18400PE,241.25
12-05-2020,09:30:00,57.05,Sell,12-05-2020,14:17:00,74.15,19700CE,-427.5
12-05-2020,09:30:00,57.7,Sell,12-05-2020,09:48:00,75,17500PE,-432.5
12-05-2020,13:01:00,90.55,Buy,12-05-2020,13:13:00,72.45,19500CE,-452.5
12-05-2020,09:31:00,100.4,Buy,12-05-2020,10:21:00,110.45,17700PE,251.25
12-05-2020,14:16:00,57.7,Sell,12-05-2020,15:15:00,46.6,17500PE,277.5
13-05-2020,09:30:00,54.8,Sell,13-05-2020,15:15:00,26.2,21500CE,715
13-05-2020,09:30:00,54.6,Sell,13-05-2020,09:42:00,71,18600PE,-410
13-05-2020,09:41:00,92.85,Buy,13-05-2020,10:01:00,92.9,18800PE,1.25
13-05-2020,10:04:00,54.6,Sell,13-05-2020,13:12:00,71,18600PE,-410
14-05-2020,09:30:00,46,Sell,14-05-2020,15:15:00,0.15,19600CE,1146.25
14-05-2020,09:30:00,52.2,Sell,14-05-2020,10:27:00,67.85,19000PE,-391.25
14-05-2020,09:31:00,78.95,Buy,14-05-2020,09:49:00,63.15,19500CE,-395
14-05-2020,10:26:00,94.4,Buy,14-05-2020,10:42:00,94.4,19100PE,0
14-05-2020,10:43:00,52.2,Sell,14-05-2020,11:37:00,67.85,19000PE,-391.25
15-05-2020,09:30:00,56.75,Sell,15-05-2020,14:19:00,73.8,20900CE,-426.25
15-05-2020,09:30:00,54,Sell,15-05-2020,10:00:00,70.2,17200PE,-405
15-05-2020,12:32:00,92.15,Buy,15-05-2020,15:15:00,89.35,20600CE,-70
15-05-2020,09:57:00,97.75,Buy,15-05-2020,12:34:00,88,17500PE,-243.75
18-05-2020,09:30:00,56.2,Sell,18-05-2020,15:15:00,22.3,20100CE,847.5
18-05-2020,09:30:00,54.5,Sell,18-05-2020,09:37:00,70.85,17100PE,-408.75
18-05-2020,09:36:00,92,Buy,18-05-2020,15:15:00,360,17300PE,6700
19-05-2020,09:30:00,54.95,Sell,19-05-2020,09:43:00,71.45,19200CE,-412.5
19-05-2020,09:30:00,57.6,Sell,19-05-2020,09:34:00,74.9,16200PE,-432.5
19-05-2020,09:42:00,96.6,Buy,19-05-2020,11:20:00,86.95,18900CE,-241.25
19-05-2020,09:31:00,91.4,Buy,19-05-2020,09:41:00,73.1,16400PE,-457.5
19-05-2020,09:40:00,57.6,Sell,19-05-2020,15:15:00,38.1,16200PE,487.5
19-05-2020,10:00:00,54.95,Sell,19-05-2020,10:20:00,71.45,19200CE,-412.5
20-05-2020,09:30:00,59.4,Sell,20-05-2020,10:01:00,77.2,18300CE,-445
20-05-2020,09:30:00,58.5,Sell,20-05-2020,15:15:00,13.2,16800PE,1132.5
20-05-2020,09:54:00,86.25,Buy,20-05-2020,10:11:00,77.6,18200CE,-216.25
20-05-2020,10:11:00,59.4,Sell,20-05-2020,14:23:00,77.2,18300CE,-445
21-05-2020,09:30:00,46.65,Sell,21-05-2020,09:36:00,60.65,18200CE,-350
21-05-2020,09:30:00,35,Sell,21-05-2020,14:25:00,45.5,17800PE,-262.5
21-05-2020,09:36:00,95.85,Buy,21-05-2020,09:52:00,86.3,18100CE,-238.75
21-05-2020,14:10:00,113.85,Buy,21-05-2020,14:11:00,91.1,18000PE,-568.75
21-05-2020,09:59:00,46.65,Sell,21-05-2020,10:03:00,60.65,18200CE,-350
21-05-2020,14:31:00,35,Sell,21-05-2020,14:39:00,45.5,17800PE,-262.5
22-05-2020,09:30:00,53.4,Sell,22-05-2020,10:06:00,69.4,19400CE,-400
22-05-2020,09:30:00,60,Sell,22-05-2020,10:31:00,78,16000PE,-450
22-05-2020,09:36:00,89.35,Buy,22-05-2020,10:07:00,80.45,19100CE,-222.5
22-05-2020,10:11:00,93.25,Buy,22-05-2020,10:20:00,74.6,16200PE,-466.25
22-05-2020,10:07:00,53.4,Sell,22-05-2020,15:15:00,18.4,19400CE,875
22-05-2020,14:16:00,60,Sell,22-05-2020,14:30:00,78,16000PE,-450
26-05-2020,09:30:00,51.05,Sell,26-05-2020,15:15:00,21.85,18500CE,730
26-05-2020,09:30:00,59.05,Sell,26-05-2020,15:15:00,38.35,16600PE,517.5
26-05-2020,09:44:00,86.7,Buy,26-05-2020,10:05:00,69.35,18300CE,-433.75
26-05-2020,14:17:00,83.2,Buy,26-05-2020,14:24:00,66.55,16700PE,-416.25
27-05-2020,09:30:00,49.5,Sell,27-05-2020,10:22:00,64.35,18100CE,-371.25
27-05-2020,09:30:00,47.45,Sell,27-05-2020,15:15:00,7.5,17000PE,998.75
27-05-2020,10:20:00,78.95,Buy,27-05-2020,14:36:00,481.85,18000CE,10072.5
27-05-2020,09:31:00,97.85,Buy,27-05-2020,10:16:00,78.3,17200PE,-488.75
28-05-2020,09:30:00,40.15,Sell,28-05-2020,09:33:00,52.2,19400CE,-301.25
28-05-2020,09:30:00,52.9,Sell,28-05-2020,15:15:00,0.15,18800PE,1318.75
28-05-2020,09:32:00,106.7,Buy,28-05-2020,09:52:00,138.6,19200CE,797.5
28-05-2020,12:41:00,40.15,Sell,28-05-2020,13:32:00,52.2,19400CE,-301.25
29-05-2020,09:30:00,52.65,Sell,29-05-2020,10:36:00,68.45,20300CE,-395
29-05-2020,09:30:00,58.7,Sell,29-05-2020,15:15:00,37.05,16900PE,541.25
29-05-2020,10:28:00,85.35,Buy,29-05-2020,11:48:00,93.95,20100CE,215
01-06-2020,09:30:00,58.8,Sell,01-06-2020,09:33:00,76.45,21600CE,-441.25
01-06-2020,09:30:00,59.95,Sell,01-06-2020,13:41:00,77.95,18300PE,-450
01-06-2020,09:32:00,87.15,Buy,01-06-2020,10:17:00,69.7,21400CE,-436.25
01-06-2020,13:40:00,97,Buy,01-06-2020,14:01:00,87.3,18600PE,-242.5
01-06-2020,09:44:00,58.8,Sell,01-06-2020,12:10:00,76.45,21600CE,-441.25
01-06-2020,14:22:00,59.95,Sell,01-06-2020,15:15:00,50.6,18300PE,233.75
02-06-2020,09:30:00,55.3,Sell,02-06-2020,15:15:00,41.3,21400CE,350
02-06-2020,09:30:00,57.2,Sell,02-06-2020,15:15:00,18.3,18600PE,972.5
02-06-2020,12:51:00,85.5,Buy,02-06-2020,12:56:00,68.4,21200CE,-427.5
03-06-2020,09:30:00,57,Sell,03-06-2020,13:51:00,74.1,22000CE,-427.5
03-06-2020,09:30:00,59.85,Sell,03-06-2020,09:49:00,77.8,20300PE,-448.75
03-06-2020,13:31:00,93.95,Buy,03-06-2020,14:44:00,131.55,21800CE,940
03-06-2020,09:47:00,100.1,Buy,03-06-2020,10:16:00,100.1,20500PE,0
03-06-2020,10:31:00,59.85,Sell,03-06-2020,15:15:00,60.45,20300PE,-15
03-06-2020,14:49:00,57,Sell,03-06-2020,15:15:00,31.3,22000CE,642.5
04-06-2020,09:30:00,50.05,Sell,04-06-2020,15:15:00,0.25,21500CE,1245
04-06-2020,09:30:00,54.3,Sell,04-06-2020,09:34:00,70.6,20600PE,-407.5
04-06-2020,09:33:00,87.4,Buy,04-06-2020,09:36:00,76.35,20700PE,-276.25
04-06-2020,10:02:00,54.3,Sell,04-06-2020,10:05:00,70.6,20600PE,-407.5
05-06-2020,09:30:00,57.15,Sell,05-06-2020,15:15:00,53.4,22800CE,93.75
05-06-2020,09:30:00,58.05,Sell,05-06-2020,10:27:00,75.45,18500PE,-435
05-06-2020,10:16:00,97.05,Buy,05-06-2020,12:05:00,77.65,18800PE,-485
05-06-2020,11:31:00,58.05,Sell,05-06-2020,15:15:00,33,18500PE,626.25
08-06-2020,09:30:00,57.55,Sell,08-06-2020,15:15:00,23.1,23600CE,861.25
08-06-2020,09:30:00,55,Sell,08-06-2020,09:54:00,71.5,19800PE,-412.5
08-06-2020,09:31:00,91.1,Buy,08-06-2020,09:37:00,72.9,23300CE,-455
08-06-2020,09:53:00,88.85,Buy,08-06-2020,11:16:00,80,20100PE,-221.25
09-06-2020,09:30:00,54.6,Sell,09-06-2020,10:04:00,71,22600CE,-410
09-06-2020,09:30:00,58.2,Sell,09-06-2020,15:15:00,65.9,19600PE,-192.5
09-06-2020,10:01:00,98.1,Buy,09-06-2020,12:46:00,107.9,22300CE,245
09-06-2020,09:35:00,90.8,Buy,09-06-2020,09:46:00,72.65,19800PE,-453.75
09-06-2020,12:57:00,54.6,Sell,09-06-2020,15:15:00,16.65,22600CE,948.75
10-06-2020,09:30:00,50,Sell,10-06-2020,09:35:00,65,21800CE,-375
10-06-2020,09:30:00,59.15,Sell,10-06-2020,09:47:00,76.9,19900PE,-443.75
10-06-2020,09:31:00,88.6,Buy,10-06-2020,09:43:00,79.75,21600CE,-221.25
10-06-2020,09:47:00,83.6,Buy,10-06-2020,09:56:00,83.6,20000PE,0
10-06-2020,09:46:00,50,Sell,10-06-2020,10:22:00,65,21800CE,-375
10-06-2020,10:16:00,59.15,Sell,10-06-2020,15:15:00,19.1,19900PE,1001.25
11-06-2020,09:30:00,51.65,Sell,11-06-2020,09:33:00,67.15,21400CE,-387.5
11-06-2020,09:30:00,45.05,Sell,11-06-2020,11:17:00,58.55,20500PE,-337.5
11-06-2020,09:33:00,85.95,Buy,11-06-2020,10:36:00,103.15,21300CE,430
11-06-2020,11:06:00,105.9,Buy,11-06-2020,11:25:00,95.3,20700PE,-265
11-06-2020,10:42:00,51.4,Sell,11-06-2020,15:15:00,0.25,21400CE,1278.75
11-06-2020,11:21:00,45.05,Sell,11-06-2020,12:22:00,58.55,20500PE,-337.5
12-06-2020,09:30:00,57.9,Sell,12-06-2020,11:26:00,75.25,22300CE,-433.75
12-06-2020,09:30:00,40.9,Sell,12-06-2020,15:15:00,9.2,16000PE,792.5
12-06-2020,11:25:00,93.15,Buy,12-06-2020,11:46:00,83.8,22000CE,-233.75
12-06-2020,11:46:00,57.9,Sell,12-06-2020,14:10:00,75.25,22300CE,-433.75
15-06-2020,09:30:00,58.4,Sell,15-06-2020,15:15:00,29.7,22000CE,717.5
15-06-2020,09:30:00,54.2,Sell,15-06-2020,10:35:00,70.45,18300PE,-406.25
15-06-2020,10:21:00,93.5,Buy,15-06-2020,13:58:00,102.85,18600PE,233.75
15-06-2020,14:06:00,54.2,Sell,15-06-2020,14:40:00,70.45,18300PE,-406.25
16-06-2020,09:30:00,58.55,Sell,16-06-2020,15:15:00,32.15,21700CE,660
16-06-2020,09:30:00,52.95,Sell,16-06-2020,12:16:00,68.85,19100PE,-397.5
16-06-2020,09:34:00,92.15,Buy,16-06-2020,10:03:00,73.7,21500CE,-461.25
16-06-2020,09:45:00,95,Buy,16-06-2020,10:53:00,76,19400PE,-475
17-06-2020,09:30:00,59,Sell,17-06-2020,09:33:00,76.7,21100CE,-442.5
17-06-2020,09:30:00,55.95,Sell,17-06-2020,15:15:00,19.7,18700PE,906.25
17-06-2020,09:32:00,100.3,Buy,17-06-2020,10:24:00,120.45,20900CE,503.75
17-06-2020,11:40:00,59,Sell,17-06-2020,11:47:00,76.7,21100CE,-442.5
18-06-2020,09:30:00,55.7,Sell,18-06-2020,10:16:00,72.4,20400CE,-417.5
18-06-2020,09:30:00,45.4,Sell,18-06-2020,09:35:00,59,19700PE,-340
18-06-2020,09:58:00,97.75,Buy,18-06-2020,10:02:00,78.2,20300CE,-488.75
18-06-2020,09:32:00,75.85,Buy,18-06-2020,09:51:00,68.3,19800PE,-188.75
18-06-2020,09:57:00,45.4,Sell,18-06-2020,15:15:00,0.25,19700PE,1128.75
18-06-2020,10:46:00,55.7,Sell,18-06-2020,11:24:00,72.4,20400CE,-417.5
19-06-2020,09:30:00,60,Sell,19-06-2020,12:12:00,78,23100CE,-450
19-06-2020,09:30:00,56.4,Sell,19-06-2020,15:15:00,35.55,19000PE,521.25
19-06-2020,12:05:00,88.95,Buy,19-06-2020,12:35:00,80.05,22900CE,-222.5
19-06-2020,09:39:00,89.95,Buy,19-06-2020,11:18:00,71.95,19300PE,-450
19-06-2020,12:36:00,60,Sell,19-06-2020,15:15:00,48.7,23100CE,282.5
22-06-2020,09:30:00,56.1,Sell,22-06-2020,10:20:00,72.95,23100CE,-421.25
22-06-2020,09:30:00,58.55,Sell,22-06-2020,15:15:00,44.55,19900PE,350
22-06-2020,09:45:00,85.4,Buy,22-06-2020,09:53:00,68.3,22900CE,-427.5
22-06-2020,10:34:00,56.1,Sell,22-06-2020,12:54:00,72.95,23100CE,-421.25
23-06-2020,09:30:00,55.05,Sell,23-06-2020,14:39:00,71.55,23100CE,-412.5
23-06-2020,09:30:00,57.45,Sell,23-06-2020,09:55:00,74.7,20400PE,-431.25
23-06-2020,14:38:00,93.1,Buy,23-06-2020,14:53:00,92.5,22900CE,-15
23-06-2020,09:50:00,86.4,Buy,23-06-2020,10:16:00,69.1,20600PE,-432.5
23-06-2020,10:15:00,57.45,Sell,23-06-2020,15:15:00,22.5,20400PE,873.75
24-06-2020,09:30:00,52.6,Sell,24-06-2020,15:15:00,9.8,23300CE,1070
24-06-2020,09:30:00,52,Sell,24-06-2020,10:47:00,67.6,21200PE,-390
24-06-2020,09:37:00,92.1,Buy,24-06-2020,10:38:00,72.95,23100CE,-478.75
24-06-2020,10:42:00,84.95,Buy,24-06-2020,12:10:00,84.95,21400PE,0
24-06-2020,12:18:00,52,Sell,24-06-2020,13:11:00,67.6,21200PE,-390
25-06-2020,09:30:00,44.4,Sell,25-06-2020,09:35:00,57.7,21500CE,-332.5
25-06-2020,09:30:00,43.15,Sell,25-06-2020,15:15:00,0.1,20500PE,1076.25
25-06-2020,09:31:00,103.85,Buy,25-06-2020,10:02:00,124.7,21300CE,521.25
25-06-2020,12:16:00,44.4,Sell,25-06-2020,12:30:00,57.7,21500CE,-332.5
29-06-2020,09:30:00,57.05,Sell,29-06-2020,15:15:00,51.35,22700CE,142.5
29-06-2020,09:30:00,54.95,Sell,29-06-2020,15:15:00,28.35,19400PE,665
29-06-2020,09:54:00,96.75,Buy,29-06-2020,11:01:00,77.4,19700PE,-483.75
30-06-2020,09:30:00,53.9,Sell,30-06-2020,15:15:00,28.05,22800CE,646.25
30-06-2020,09:30:00,56.8,Sell,30-06-2020,12:42:00,73.85,20300PE,-426.25
30-06-2020,10:31:00,91.9,Buy,30-06-2020,10:51:00,73.5,20500PE,-460
01-07-2020,09:30:00,50.35,Sell,01-07-2020,10:01:00,65.45,22300CE,-377.5
01-07-2020,09:30:00,58.4,Sell,01-07-2020,15:15:00,9.8,20500PE,1215
01-07-2020,09:34:00,90.85,Buy,01-07-2020,10:45:00,72.7,22100CE,-453.75
01-07-2020,10:25:00,50.35,Sell,01-07-2020,11:28:00,65.45,22300CE,-377.5
02-07-2020,09:30:00,38.15,Sell,02-07-2020,09:44:00,49.6,22600CE,-286.25
02-07-2020,09:30:00,48.55,Sell,02-07-2020,10:19:00,63.1,21900PE,-363.75
02-07-2020,09:39:00,105.5,Buy,02-07-2020,10:05:00,94.95,22400CE,-263.75
02-07-2020,09:33:00,84.65,Buy,02-07-2020,09:38:00,67.7,22000PE,-423.75
02-07-2020,10:05:00,38.15,Sell,02-07-2020,15:15:00,0.1,22600CE,951.25
02-07-2020,11:46:00,48.55,Sell,02-07-2020,11:49:00,63.1,21900PE,-363.75
03-07-2020,09:30:00,51,Sell,03-07-2020,15:15:00,23.05,23600CE,698.75
03-07-2020,09:30:00,57.4,Sell,03-07-2020,15:15:00,46.45,20400PE,273.75
03-07-2020,09:37:00,87.35,Buy,03-07-2020,11:45:00,69.9,20600PE,-436.25
06-07-2020,09:30:00,49.5,Sell,06-07-2020,15:15:00,27.25,23400CE,556.25
06-07-2020,09:30:00,49.6,Sell,06-07-2020,15:15:00,41.6,21100PE,200
07-07-2020,09:30:00,47.45,Sell,07-07-2020,12:21:00,61.7,23000CE,-356.25
07-07-2020,09:30:00,52.5,Sell,07-07-2020,15:15:00,23.7,21200PE,720
07-07-2020,12:21:00,88.5,Buy,07-07-2020,13:59:00,132.75,22800CE,1106.25
08-07-2020,09:30:00,54.55,Sell,08-07-2020,10:34:00,70.9,23400CE,-408.75
08-07-2020,09:30:00,52.2,Sell,08-07-2020,15:15:00,35.6,21900PE,415
08-07-2020,10:34:00,84.95,Buy,08-07-2020,11:33:00,75.95,23300CE,-225
08-07-2020,11:33:00,54.55,Sell,08-07-2020,12:35:00,70.9,23400CE,-408.75
09-07-2020,09:30:00,51.3,Sell,09-07-2020,09:45:00,66.7,23000CE,-385
09-07-2020,09:30:00,47.45,Sell,09-07-2020,09:32:00,61.7,22400PE,-356.25
09-07-2020,09:44:00,94.85,Buy,09-07-2020,10:06:00,85.4,22900CE,-236.25
09-07-2020,09:32:00,80.55,Buy,09-07-2020,09:44:00,64.45,22500PE,-402.5
09-07-2020,09:41:00,47.45,Sell,09-07-2020,15:15:00,0.25,22400PE,1180
09-07-2020,10:06:00,51.3,Sell,09-07-2020,10:17:00,66.7,23000CE,-385
10-07-2020,09:30:00,56.4,Sell,10-07-2020,15:15:00,34.55,24000CE,546.25
10-07-2020,09:30:00,58.4,Sell,10-07-2020,12:18:00,75.9,21400PE,-437.5
10-07-2020,11:04:00,93.45,Buy,10-07-2020,13:41:00,102.8,21600PE,233.75
13-07-2020,09:30:00,53.75,Sell,13-07-2020,15:15:00,24.75,23700CE,725
13-07-2020,09:30:00,51.4,Sell,13-07-2020,09:56:00,66.8,21500PE,-385
13-07-2020,09:38:00,87.25,Buy,13-07-2020,14:49:00,130.7,21700PE,1086.25
14-07-2020,09:30:00,50.15,Sell,14-07-2020,15:15:00,27,22800CE,578.75
14-07-2020,09:30:00,48.75,Sell,14-07-2020,10:21:00,63.4,20800PE,-366.25
14-07-2020,09:50:00,86.9,Buy,14-07-2020,14:16:00,139.1,21000PE,1305
15-07-2020,09:30:00,49.05,Sell,15-07-2020,09:33:00,63.75,22400CE,-367.5
15-07-2020,09:30:00,49.2,Sell,15-07-2020,15:15:00,39.65,20800PE,238.75
15-07-2020,09:32:00,86.6,Buy,15-07-2020,12:03:00,86.6,22200CE,3.55E-13
15-07-2020,14:39:00,95.35,Buy,15-07-2020,14:43:00,76.3,21000PE,-476.25
15-07-2020,12:03:00,49.05,Sell,15-07-2020,15:15:00,7.6,22400CE,1036.25
16-07-2020,09:30:00,58.3,Sell,16-07-2020,09:40:00,75.8,21300CE,-437.5
16-07-2020,09:30:00,45.65,Sell,16-07-2020,15:15:00,0.2,20800PE,1136.25
16-07-2020,09:40:00,103.1,Buy,16-07-2020,09:59:00,134,21200CE,772.5
16-07-2020,10:55:00,58.3,Sell,16-07-2020,11:14:00,75.8,21300CE,-437.5
17-07-2020,09:30:00,56.55,Sell,17-07-2020,15:15:00,59.1,23100CE,-63.75
17-07-2020,09:30:00,53,Sell,17-07-2020,11:09:00,68.9,20300PE,-397.5
17-07-2020,10:48:00,95.55,Buy,17-07-2020,11:31:00,86,20600PE,-238.75
17-07-2020,11:31:00,53,Sell,17-07-2020,13:32:00,68.9,20300PE,-397.5
20-07-2020,09:30:00,57,Sell,20-07-2020,15:15:00,44.6,23500CE,310
20-07-2020,09:30:00,59.5,Sell,20-07-2020,15:15:00,50,21100PE,237.5
20-07-2020,09:49:00,96.3,Buy,20-07-2020,10:34:00,77.05,23300CE,-481.25
21-07-2020,09:30:00,59.5,Sell,21-07-2020,14:41:00,77.35,23500CE,-446.25
21-07-2020,09:30:00,55.9,Sell,21-07-2020,15:15:00,32.25,21700PE,591.25
21-07-2020,14:20:00,85.7,Buy,21-07-2020,15:15:00,82.65,23400CE,-76.25
21-07-2020,14:53:00,59.5,Sell,21-07-2020,15:15:00,64.9,23500CE,-135
22-07-2020,09:30:00,45.2,Sell,22-07-2020,15:15:00,19,23500CE,655
22-07-2020,09:30:00,49.7,Sell,22-07-2020,09:36:00,64.6,22100PE,-372.5
22-07-2020,09:35:00,91.6,Buy,22-07-2020,09:50:00,100.75,22300PE,228.75
22-07-2020,10:36:00,49.7,Sell,22-07-2020,13:33:00,64.6,22100PE,-372.5
23-07-2020,09:30:00,46.8,Sell,23-07-2020,12:16:00,60.85,23100CE,-351.25
23-07-2020,09:30:00,54.25,Sell,23-07-2020,15:15:00,0.2,22600PE,1351.25
23-07-2020,11:16:00,89.2,Buy,23-07-2020,11:21:00,71.35,23000CE,-446.25
23-07-2020,12:46:00,46.8,Sell,23-07-2020,13:33:00,60.85,23100CE,-351.25
24-07-2020,09:30:00,59.15,Sell,24-07-2020,15:15:00,47.35,23900CE,295
24-07-2020,09:30:00,56.3,Sell,24-07-2020,10:42:00,73.2,21200PE,-422.5
24-07-2020,10:38:00,97.75,Buy,24-07-2020,13:50:00,97.8,21500PE,1.25
24-07-2020,13:51:00,56.3,Sell,24-07-2020,15:15:00,47.65,21200PE,216.25
27-07-2020,09:30:00,57.05,Sell,27-07-2020,15:15:00,34.85,23300CE,555
27-07-2020,09:30:00,57.15,Sell,27-07-2020,14:23:00,74.3,21000PE,-428.75
27-07-2020,09:32:00,96.1,Buy,27-07-2020,09:34:00,76.9,21200PE,-480
