,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
37,2019-03-28 15:07:00,2019-03-28 15:20:00,BANKNIFTY28MAR1930500CE,2.25,0.2,25,-1,51.24999999999999,expiry over
38,2019-04-04 09:34:00,2019-04-04 11:56:00,BANKNIFTY04APR1930100PE,84.2,161.9,25,-1,-1942.5,stoploss hit
39,2019-04-04 11:57:00,2019-04-04 12:19:00,BANKNIFTY04APR1930000CE,69.05,146.5,25,-1,-1936.25,stoploss hit
40,2019-04-04 11:54:00,2019-04-04 12:22:00,BANKNIFTY04APR1930100CE,66.25,137.45,25,-1,-1779.9999999999998,stoploss hit
41,2019-04-04 12:20:00,2019-04-04 14:17:00,BANKNIFTY04APR1930100PE,52.8,131.3,25,-1,-1962.5000000000005,stoploss hit
42,2019-04-04 14:06:00,2019-04-04 15:20:00,BANKNIFTY04APR1930100CE,19.95,0.1,25,-1,496.24999999999994,expiry over
43,2019-04-04 14:19:00,2019-04-04 15:20:00,BANKNIFTY04APR1930000CE,19.1,0.1,25,-1,475.0,expiry over
44,2019-04-04 14:35:00,2019-04-04 15:20:00,BANKNIFTY04APR1930000CE,4.5,0.1,25,1,-110.00000000000001,expiry over
45,2019-04-04 14:35:00,2019-04-04 15:20:00,BANKNIFTY04APR1929900CE,17.95,0.8,25,-1,428.74999999999994,expiry over
46,2019-04-11 14:08:00,2019-04-11 14:17:00,BANKNIFTY11APR1929700CE,20.1,39.3,25,-1,-479.9999999999999,stoploss hit
47,2019-04-11 10:00:00,2019-04-11 15:20:00,BANKNIFTY11APR1929800CE,63.25,0.45,25,-1,1570.0,expiry over
48,2019-04-18 09:38:00,2019-04-18 15:20:00,BANKNIFTY18APR1930600CE,51.15,0.05,25,-1,1277.5,expiry over
49,2019-04-18 09:46:00,2019-04-18 15:20:00,BANKNIFTY18APR1930500CE,49.3,0.1,25,-1,1230.0,expiry over
50,2019-04-18 10:18:00,2019-04-18 15:20:00,BANKNIFTY18APR1930700CE,2.85,0.1,25,1,-68.75,expiry over
51,2019-04-18 10:18:00,2019-04-18 15:20:00,BANKNIFTY18APR1930400CE,53.15,0.1,25,-1,1326.25,expiry over
52,2019-04-18 15:09:00,2019-04-18 15:20:00,BANKNIFTY18APR1930300CE,2.6,0.2,25,1,-60.0,expiry over
53,2019-04-18 15:09:00,2019-04-18 15:20:00,BANKNIFTY18APR1930300CE,2.6,0.2,25,-1,60.0,expiry over
54,2019-04-25 11:27:00,2019-04-25 12:19:00,BANKNIFTY25APR1930000PE,58.9,112.9,25,-1,-1350.0000000000002,stoploss hit
55,2019-04-25 09:31:00,2019-04-25 14:03:00,BANKNIFTY25APR1929900PE,58.5,118.6,25,-1,-1502.4999999999998,stoploss hit
56,2019-04-25 14:53:00,2019-04-25 14:59:00,BANKNIFTY25APR1929800CE,8.35,20.25,25,-1,-297.5,stoploss hit
57,2019-04-25 13:35:00,2019-04-25 15:20:00,BANKNIFTY25APR1929900CE,43.9,0.2,25,-1,1092.5,expiry over
58,2019-04-25 15:01:00,2019-04-25 15:20:00,BANKNIFTY25APR1929800CE,3.25,0.2,25,-1,76.25,expiry over
59,2019-04-25 15:02:00,2019-04-25 15:20:00,BANKNIFTY25APR1929700CE,10.0,0.25,25,1,-243.75,expiry over
60,2019-04-25 15:02:00,2019-04-25 15:20:00,BANKNIFTY25APR1929700CE,10.0,0.25,25,-1,243.75,expiry over
61,2019-04-25 15:10:00,2019-04-25 15:20:00,BANKNIFTY25APR1929600CE,2.8,0.7,25,1,-52.49999999999999,expiry over
62,2019-04-25 15:10:00,2019-04-25 15:20:00,BANKNIFTY25APR1929600CE,2.8,0.7,25,-1,52.49999999999999,expiry over
63,2019-05-02 10:08:00,2019-05-02 13:02:00,BANKNIFTY02MAY1929800PE,58.4,106.35,25,-1,-1198.75,stoploss hit
64,2019-05-02 14:16:00,2019-05-02 14:26:00,BANKNIFTY02MAY1929800PE,30.9,59.6,25,-1,-717.5000000000001,stoploss hit
65,2019-05-02 15:01:00,2019-05-02 15:03:00,BANKNIFTY02MAY1929700CE,9.65,20.0,25,-1,-258.75,stoploss hit
66,2019-05-02 09:40:00,2019-05-02 15:20:00,BANKNIFTY02MAY1929700PE,71.4,0.85,25,-1,1763.7500000000002,expiry over
67,2019-05-09 09:34:00,2019-05-09 15:20:00,BANKNIFTY09MAY1928900CE,96.05,1.6,25,-1,2361.25,expiry over
68,2019-05-09 10:05:00,2019-05-09 15:20:00,BANKNIFTY09MAY1928900PE,73.0,0.75,25,-1,1806.25,expiry over
69,2019-05-16 10:26:00,2019-05-16 14:09:00,BANKNIFTY16MAY1928600CE,73.0,135.05,25,-1,-1551.2500000000002,stoploss hit
70,2019-05-16 13:54:00,2019-05-16 15:20:00,BANKNIFTY16MAY1928600PE,49.3,0.15,25,-1,1228.75,expiry over
71,2019-05-16 14:13:00,2019-05-16 15:20:00,BANKNIFTY16MAY1928700PE,30.65,0.1,25,-1,763.7499999999999,expiry over
72,2019-05-16 15:13:00,2019-05-16 15:20:00,BANKNIFTY16MAY1928800PE,15.25,0.25,25,1,-375.0,expiry over
73,2019-05-16 15:13:00,2019-05-16 15:20:00,BANKNIFTY16MAY1928800PE,15.25,0.25,25,-1,375.0,expiry over
74,2019-05-23 09:42:00,2019-05-23 10:45:00,BANKNIFTY23MAY1931200CE,311.55,561.8,25,-1,-6256.249999999998,stoploss hit
75,2019-05-23 10:45:00,2019-05-23 10:52:00,BANKNIFTY23MAY1931600PE,141.75,268.6,25,-1,-3171.2500000000005,stoploss hit
